🔄 IBKR LIVE SYNC STARTED
📊 Symbols: XAUUSD, AAPL, NVDA, TSLA, SPY
⏱️  Update interval: 60 seconds

⏰ 18:33:44 - Syncing IBKR prices... /Users/anubhavarya/star/star-dashboard/ibkr_sync.py:56: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  "updated_at": datetime.utcnow().isoformat()
/Users/anubhavarya/star/star-dashboard/ibkr_sync.py:78: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  "last_updated": datetime.utcnow().isoformat()
✅ Updated 10 positions | Gold: $4453.34
⏰ 09:55:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.95
⏰ 09:56:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.92
⏰ 09:57:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.14
⏰ 09:58:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.59
⏰ 09:59:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.00
⏰ 10:00:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.67
⏰ 10:01:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.41
⏰ 10:02:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.93
⏰ 10:03:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.04
⏰ 10:04:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.93
⏰ 10:05:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.90
⏰ 10:06:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.71
⏰ 10:07:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.28
⏰ 10:08:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.53
⏰ 10:09:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.19
⏰ 10:10:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.60
⏰ 10:11:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.97
⏰ 10:12:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.42
⏰ 10:13:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.95
⏰ 10:14:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.62
⏰ 10:15:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.83
⏰ 10:17:01 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.82
⏰ 10:18:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.73
⏰ 10:19:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.16
⏰ 10:20:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.89
⏰ 10:21:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.78
⏰ 10:22:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.29
⏰ 10:23:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.63
⏰ 10:24:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.87
⏰ 10:25:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.84
⏰ 10:26:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.44
⏰ 10:27:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.02
⏰ 10:28:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.47
⏰ 10:29:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.59
⏰ 10:30:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.76
⏰ 10:31:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.00
⏰ 10:32:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.79
⏰ 10:33:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.29
⏰ 10:34:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.81
⏰ 10:35:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.25
⏰ 10:36:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.43
⏰ 10:37:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.30
⏰ 10:38:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.91
⏰ 10:39:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.48
⏰ 10:40:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.31
⏰ 10:41:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.90
⏰ 10:42:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.99
⏰ 10:43:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.21
⏰ 10:44:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.54
⏰ 10:45:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.85
⏰ 10:46:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.92
⏰ 10:47:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.13
⏰ 10:48:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.23
⏰ 10:49:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.40
⏰ 10:50:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.46
⏰ 10:51:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.95
⏰ 10:52:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.26
⏰ 10:53:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.85
⏰ 10:54:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.69
⏰ 10:55:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.96
⏰ 10:57:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.02
⏰ 10:58:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.62
⏰ 10:59:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.43
⏰ 11:00:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.46
⏰ 11:01:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.61
⏰ 11:02:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.42
⏰ 11:03:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.44
⏰ 11:04:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.70
⏰ 11:05:13 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.52
⏰ 11:06:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.01
⏰ 11:07:16 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.02
⏰ 11:08:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.83
⏰ 11:09:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.12
⏰ 11:10:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.12
⏰ 11:11:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.33
⏰ 11:12:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.32
⏰ 11:13:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.68
⏰ 11:14:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.17
⏰ 11:15:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.26
⏰ 11:16:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.51
⏰ 11:17:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.13
⏰ 11:18:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.24
⏰ 11:19:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.60
⏰ 11:20:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.23
⏰ 11:21:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.07
⏰ 11:22:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.04
⏰ 11:23:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.73
⏰ 11:24:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.62
⏰ 11:25:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.26
⏰ 11:26:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.24
⏰ 11:27:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.85
⏰ 11:28:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.36
⏰ 11:29:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.15
⏰ 11:30:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.91
⏰ 11:31:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.06
⏰ 11:32:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.70
⏰ 11:33:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.83
⏰ 11:34:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.39
⏰ 11:35:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.09
⏰ 11:36:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.78
⏰ 11:38:01 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.44
⏰ 11:39:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.44
⏰ 11:40:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.79
⏰ 11:41:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.03
⏰ 11:42:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.54
⏰ 11:43:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.79
⏰ 11:44:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.79
⏰ 11:45:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.23
⏰ 11:46:13 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.53
⏰ 11:47:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.90
⏰ 11:48:16 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.52
⏰ 11:49:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.47
⏰ 11:50:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.97
⏰ 11:51:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.74
⏰ 11:52:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.51
⏰ 11:53:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.32
⏰ 11:54:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.29
⏰ 11:55:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.06
⏰ 11:56:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.43
⏰ 11:57:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.99
⏰ 11:58:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.92
⏰ 11:59:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.36
⏰ 12:00:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.90
⏰ 12:01:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.25
⏰ 12:02:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.87
⏰ 12:03:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.13
⏰ 12:04:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.53
⏰ 12:05:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.60
⏰ 12:06:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.47
⏰ 12:07:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.26
⏰ 12:08:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.63
⏰ 12:09:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.65
⏰ 12:10:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.88
⏰ 12:11:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.64
⏰ 12:12:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.57
⏰ 12:13:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.15
⏰ 12:14:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.07
⏰ 12:15:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.62
⏰ 12:16:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.78
⏰ 12:18:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.50
⏰ 12:19:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.31
⏰ 12:20:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.53
⏰ 12:21:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.29
⏰ 12:22:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.03
⏰ 12:23:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.81
⏰ 12:24:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.87
⏰ 12:25:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.56
⏰ 12:26:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.04
⏰ 12:27:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.88
⏰ 12:28:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.35
⏰ 12:29:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.20
⏰ 12:30:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.01
⏰ 12:31:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.12
⏰ 12:32:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.37
⏰ 12:33:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.50
⏰ 12:34:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.71
⏰ 12:35:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.49
⏰ 12:36:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.40
⏰ 12:37:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.59
⏰ 12:38:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.95
⏰ 12:39:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.05
⏰ 12:40:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.03
⏰ 12:41:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.39
⏰ 12:42:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.04
⏰ 12:43:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.38
⏰ 12:44:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.17
⏰ 12:45:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.01
⏰ 12:46:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.98
⏰ 12:47:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.77
⏰ 12:48:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.65
⏰ 12:49:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.30
⏰ 12:50:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.57
⏰ 12:51:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.16
⏰ 12:52:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.28
⏰ 12:53:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.58
⏰ 12:54:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.68
⏰ 12:55:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.46
⏰ 12:56:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.64
⏰ 12:58:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.65
⏰ 12:59:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.91
⏰ 13:00:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.01
⏰ 13:01:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.36
⏰ 13:02:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.34
⏰ 13:03:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.03
⏰ 13:04:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.73
⏰ 13:05:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.10
⏰ 13:06:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.92
⏰ 13:07:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.09
⏰ 13:08:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.53
⏰ 13:09:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.10
⏰ 13:10:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.67
⏰ 13:11:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.02
⏰ 13:12:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.94
⏰ 13:13:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.48
⏰ 13:14:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.71
⏰ 13:15:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.76
⏰ 13:16:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.75
⏰ 13:17:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.82
⏰ 13:18:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.24
⏰ 13:19:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.29
⏰ 13:20:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.81
⏰ 13:21:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.66
⏰ 13:22:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.17
⏰ 13:23:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.84
⏰ 13:24:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.38
⏰ 13:25:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.81
⏰ 13:26:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.04
⏰ 13:27:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.02
⏰ 13:28:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.37
⏰ 13:29:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.21
⏰ 13:30:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.13
⏰ 13:31:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.86
⏰ 13:32:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.05
⏰ 13:33:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.15
⏰ 13:34:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.05
⏰ 13:35:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.75
⏰ 13:36:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.03
⏰ 13:37:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.07
⏰ 13:39:01 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.49
⏰ 13:40:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.85
⏰ 13:41:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.24
⏰ 13:42:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.62
⏰ 13:43:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.65
⏰ 13:44:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.04
⏰ 13:45:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.77
⏰ 13:46:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.78
⏰ 13:47:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.26
⏰ 13:48:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.67
⏰ 13:49:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.71
⏰ 13:50:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.04
⏰ 13:51:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.72
⏰ 13:52:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.29
⏰ 13:53:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.41
⏰ 13:54:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.12
⏰ 13:55:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.22
⏰ 13:56:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.37
⏰ 13:57:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.02
⏰ 13:58:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.72
⏰ 13:59:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.67
⏰ 14:00:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.12
⏰ 14:01:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.52
⏰ 14:02:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.28
⏰ 14:03:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.45
⏰ 14:04:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.53
⏰ 14:05:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.50
⏰ 14:06:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.25
⏰ 14:07:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.93
⏰ 14:08:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.20
⏰ 14:09:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.27
⏰ 14:10:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.38
⏰ 14:11:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.39
⏰ 14:12:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.66
⏰ 14:13:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.02
⏰ 14:14:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.57
⏰ 14:15:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.01
⏰ 14:16:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.20
⏰ 14:17:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.45
⏰ 14:19:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.39
⏰ 14:20:01 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.40
⏰ 14:21:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.59
⏰ 14:22:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.27
⏰ 14:23:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.45
⏰ 14:24:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.48
⏰ 14:25:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.76
⏰ 14:26:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.96
⏰ 14:27:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.82
⏰ 14:28:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.71
⏰ 14:29:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.26
⏰ 14:30:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.90
⏰ 14:31:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.57
⏰ 14:32:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.75
⏰ 14:33:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.83
⏰ 14:34:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.01
⏰ 14:35:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.31
⏰ 14:36:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.71
⏰ 14:37:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.32
⏰ 14:38:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.87
⏰ 14:39:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.45
⏰ 14:40:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.00
⏰ 14:41:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.66
⏰ 14:42:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.97
⏰ 14:43:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.41
⏰ 14:44:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.06
⏰ 14:45:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.42
⏰ 14:46:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.44
⏰ 14:47:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.62
⏰ 14:48:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.31
⏰ 14:49:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.17
⏰ 14:50:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.82
⏰ 14:51:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.55
⏰ 14:52:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.93
⏰ 14:53:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.39
⏰ 14:54:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.36
⏰ 14:55:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.27
⏰ 14:56:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.49
